Transfer Number,Transfer Amount,Payment Date,Invoice Number,Invoice Amount,Check Amount,Invoice Date,Invoice Due,Terms Days,Days Past Due,WDPD,Invoice to Payment,WI2DEL,Age
TR01264964,43122.95,2023-05-25,2023016855,13757.82,13757.82,2023-03-27,2023-03-27,,60,825469.2,60,825469.2,#VALUE!
TR01264964,43122.95,2023-05-25,2023016856,29365.13,29365.13,2023-03-27,2023-03-27,,60,1761907.8,60,1761907.8,#VALUE!
TR01264583,31329.28,2023-05-22,2023013739,21704.51,21704.51,2023-03-24,2023-03-24,,60,1302270.6,60,1302270.6,#VALUE!
TR01264583,31329.28,2023-05-22,2023013740,9624.77,9624.77,2023-03-24,2023-03-24,,60,577486.2,60,577486.2,#VALUE!
TR01264289,50607.27,2023-05-19,2023011602,10717.98,10571.75,2023-03-22,2023-03-22,,61,644876.75,61,644876.75,#VALUE!
TR01264289,50607.27,2023-05-19,2023011603,17050.96,16818.33,2023-03-22,2023-03-22,,61,1025918.13,61,1025918.13,#VALUE!
TR01264289,50607.27,2023-05-19,2023011604,9504.77,9375.09,2023-03-22,2023-03-22,,61,571880.49,61,571880.49,#VALUE!
TR01264289,50607.27,2023-05-19,2023011605,14033.56,13842.1,2023-03-22,2023-03-22,,61,844368.1,61,844368.1,#VALUE!
TR01263721,159709.22,2023-05-15,2023008597,5940.25,5927.26,2023-03-17,2023-03-17,,60,355635.6,60,355635.6,#VALUE!
TR01263721,159709.22,2023-05-15,2023008598,32967.95,32895.86,2023-03-17,2023-03-17,,60,1973751.6,60,1973751.6,#VALUE!
TR01263721,159709.22,2023-05-15,2023008599,12391.06,12363.96,2023-03-17,2023-03-17,,60,741837.6,60,741837.6,#VALUE!
TR01263721,159709.22,2023-05-15,2023008600,24012.75,23960.24,2023-03-17,2023-03-17,,60,1437614.4,60,1437614.4,#VALUE!
TR01263721,159709.22,2023-05-15,2023008601,24594.22,24540.44,2023-03-17,2023-03-17,,60,1472426.4,60,1472426.4,#VALUE!
TR01263721,159709.22,2023-05-15,2023008602,24143.46,24090.67,2023-03-17,2023-03-17,,60,1445440.2,60,1445440.2,#VALUE!
TR01263721,159709.22,2023-05-15,2023008603,7155.25,7139.6,2023-03-17,2023-03-17,,60,428376,60,428376,#VALUE!
TR01263721,159709.22,2023-05-15,2023008604,15841.68,15807.04,2023-03-17,2023-03-17,,60,948422.4,60,948422.4,#VALUE!
TR01263721,159709.22,2023-05-15,2023008605,13012.6,12984.15,2023-03-17,2023-03-17,,60,779049,60,779049,#VALUE!
TR01263418,105637.35,2023-05-12,2023008098,34064.99,29083.84,2023-03-14,2023-03-14,,62,1803198.08,62,1803198.08,#VALUE!
TR01274128,188087.05,2023-07-14,2023060759,30593.71,30565.27,2023-05-16,2023-05-16,,62,1895046.74,62,1895046.74,#VALUE!
TR01274128,188087.05,2023-07-14,2023060760,33965.43,33933.86,2023-05-16,2023-05-16,,62,2103899.32,62,2103899.32,#VALUE!
TR01274128,188087.05,2023-07-14,2023060761,77071.49,76999.85,2023-05-16,2023-05-16,,62,4773990.7,62,4773990.7,#VALUE!
TR01274128,188087.05,2023-07-14,2023061723,16935.65,16919.91,2023-05-17,2023-05-17,,61,1032114.51,61,1032114.51,#VALUE!
TR01274128,188087.05,2023-07-14,2023061724,29695.77,29668.17,2023-05-17,2023-05-17,,61,1809758.37,61,1809758.37,#VALUE!
TR01274694,66391,2023-07-20,2023066378,14948.56,14924.51,2023-05-22,2023-05-22,,60,895470.6,60,895470.6,#VALUE!
TR01274694,66391,2023-07-20,2023066379,13566.04,13544.21,2023-05-22,2023-05-22,,60,812652.6,60,812652.6,#VALUE!
TR01274694,66391,2023-07-20,2023066380,22108.61,22073.04,2023-05-22,2023-05-22,,60,1324382.4,60,1324382.4,#VALUE!
TR01274694,66391,2023-07-20,2023066381,15874.79,15849.25,2023-05-22,2023-05-22,,60,950955,60,950955,#VALUE!
TR01274966,43138.07,2023-07-21,2023068945,12208.25,12208.25,2023-05-25,2023-05-25,,60,732495,60,732495,#VALUE!
TR01274966,43138.07,2023-07-21,2023068946,9836.48,9836.48,2023-05-25,2023-05-25,,60,590188.8,60,590188.8,#VALUE!
TR01274966,43138.07,2023-07-21,2023068949,21093.34,21093.34,2023-05-25,2023-05-25,,60,1265600.4,60,1265600.4,#VALUE!
TR01275844,65062.29,2023-07-28,2023072874,15281.17,12817.56,2023-05-30,2023-05-30,,62,794688.72,62,794688.72,#VALUE!
TR01275844,65062.29,2023-07-28,2023072875,15351.67,12876.69,2023-05-30,2023-05-30,,62,798354.78,62,798354.78,#VALUE!
TR01275844,65062.29,2023-07-28,2023072876,46934.82,39368.04,2023-05-30,2023-05-30,,62,2440818.48,62,2440818.48,#VALUE!
TR01276022,35863.73,2023-07-31,2023075072,34078.28,27454.26,2023-06-02,2023-06-02,,60,1647255.6,60,1647255.6,#VALUE!
TR01276022,35863.73,2023-07-31,2023075073,10438.47,8409.47,2023-06-02,2023-06-02,,60,504568.2,60,504568.2,#VALUE!
TR01278219,55454.08,2023-08-04,2023080177,21978.8,18904.95,2023-06-06,2023-06-06,,62,1172106.9,62,1172106.9,#VALUE!
TR01278219,55454.08,2023-08-04,2023080178,6949.57,5977.64,2023-06-06,2023-06-06,,62,370613.68,62,370613.68,#VALUE!
TR01278219,55454.08,2023-08-04,2023080179,35542.26,30571.49,2023-06-06,2023-06-06,,62,1895432.38,62,1895432.38,#VALUE!
TR01278350,18642.84,2023-08-07,2023082838,18642.84,18642.84,2023-06-09,2023-06-09,,60,1118570.4,60,1118570.4,#VALUE!
TR01279117,109358.16,2023-08-11,2023087378,18320.43,18268.64,2023-06-14,2023-06-14,,61,1114387.04,61,1114387.04,#VALUE!
TR01279117,109358.16,2023-08-11,2023088345,23212.66,23147.04,2023-06-15,2023-06-15,,60,1388822.4,60,1388822.4,#VALUE!
TR01279117,109358.16,2023-08-11,2023088346,27140.65,27063.93,2023-06-15,2023-06-15,,60,1623835.8,60,1623835.8,#VALUE!
TR01279117,109358.16,2023-08-11,2023088347,40994.42,40878.54,2023-06-15,2023-06-15,,60,2452712.4,60,2452712.4,#VALUE!
TR01279226,29261.81,2023-08-14,2023089303,18414.82,18414.82,2023-06-16,2023-06-16,,60,1104889.2,60,1104889.2,#VALUE!
TR01279226,29261.81,2023-08-14,2023089304,10846.99,10846.99,2023-06-16,2023-06-16,,60,650819.4,60,650819.4,#VALUE!
TR01279964,45695.76,2023-08-18,2023091863,453.9,432.37,2023-06-19,2023-06-19,,63,27239.31,63,27239.31,#VALUE!
TR01279964,45695.76,2023-08-18,2023092837,21024.43,20027.35,2023-06-20,2023-06-20,,62,1241695.7,62,1241695.7,#VALUE!
TR01279964,45695.76,2023-08-18,2023092838,26492.43,25236.03,2023-06-20,2023-06-20,,62,1564633.86,62,1564633.86,#VALUE!
TR01280122,4013.99,2023-08-21,2023095365,1278.99,1278.99,2023-06-23,2023-06-23,,60,76739.4,60,76739.4,#VALUE!
TR01280122,4013.99,2023-08-21,2023095366,417.14,417.14,2023-06-23,2023-06-23,,60,25028.4,60,25028.4,#VALUE!
TR01280122,4013.99,2023-08-21,2023095367,834.46,834.46,2023-06-23,2023-06-23,,60,50067.6,60,50067.6,#VALUE!
TR01280122,4013.99,2023-08-21,2023095368,1483.4,1483.4,2023-06-23,2023-06-23,,60,89004,60,89004,#VALUE!
TR01284269,165515.02,2023-09-08,2023104605,340.82,277.78,2023-07-05,2023-07-05,,68,18889.04,68,18889.04,#VALUE!
TR01284269,165515.02,2023-09-08,2023104606,140.34,114.38,2023-07-05,2023-07-05,,68,7777.84,68,7777.84,#VALUE!
TR01284269,165515.02,2023-09-08,2023105143,513.63,418.63,2023-07-06,2023-07-06,,67,28048.21,67,28048.21,#VALUE!
TR01284269,165515.02,2023-09-08,2023105144,421.78,343.76,2023-07-06,2023-07-06,,67,23031.92,67,23031.92,#VALUE!
TR01284269,165515.02,2023-09-08,2023107415,311.22,253.65,2023-07-10,2023-07-10,,63,15979.95,63,15979.95,#VALUE!
TR01284269,165515.02,2023-09-08,2023107416,144.79,118.01,2023-07-10,2023-07-10,,63,7434.63,63,7434.63,#VALUE!
TR01284269,165515.02,2023-09-08,2023107417,267.64,218.14,2023-07-10,2023-07-10,,63,13742.82,63,13742.82,#VALUE!
TR01284269,165515.02,2023-09-08,2023107418,658.42,536.63,2023-07-10,2023-07-10,,63,33807.69,63,33807.69,#VALUE!
TR01284269,165515.02,2023-09-08,2023109068,166.43,135.65,2023-07-13,2023-07-13,,60,8139,60,8139,#VALUE!
TR01284269,165515.02,2023-09-08,2023109069,2425.8,1977.11,2023-07-13,2023-07-13,,60,118626.6,60,118626.6,#VALUE!
TR01284269,165515.02,2023-09-08,2023109070,608.11,495.63,2023-07-13,2023-07-13,,60,29737.8,60,29737.8,#VALUE!
TR01284269,165515.02,2023-09-08,2023109071,810.81,660.84,2023-07-13,2023-07-13,,60,39650.4,60,39650.4,#VALUE!
TR01284269,165515.02,2023-09-08,2023109072,115.83,94.41,2023-07-13,2023-07-13,,60,5664.6,60,5664.6,#VALUE!
TR01284269,165515.02,2023-09-08,2023109073,5438.16,4432.28,2023-07-13,2023-07-13,,60,265936.8,60,265936.8,#VALUE!
TR01284269,165515.02,2023-09-08,2023109074,59343.65,48367,2023-07-13,2023-07-13,,60,2902020,60,2902020,#VALUE!
TR01284269,165515.02,2023-09-08,2023109075,20782.01,16938.01,2023-07-13,2023-07-13,,60,1016280.6,60,1016280.6,#VALUE!
TR01284269,165515.02,2023-09-08,2023109076,45499.58,37083.63,2023-07-13,2023-07-13,,60,2225017.8,60,2225017.8,#VALUE!
TR01284269,165515.02,2023-09-08,2023109077,65088.82,53049.5,2023-07-13,2023-07-13,,60,3182970,60,3182970,#VALUE!
TR01285081,17472.14,2023-09-15,2023123783,17699.14,17472.14,2023-07-19,2023-07-19,,61,1065800.54,61,1065800.54,#VALUE!
TR01285964,2026.44,2023-09-25,2023132467,347.49,347.49,2023-07-28,2023-07-28,,60,20849.4,60,20849.4,#VALUE!
TR01285964,2026.44,2023-09-25,2023132468,680.06,680.06,2023-07-28,2023-07-28,,60,40803.6,60,40803.6,#VALUE!
TR01285964,2026.44,2023-09-25,2023132469,622.44,622.44,2023-07-28,2023-07-28,,60,37346.4,60,37346.4,#VALUE!
TR01285964,2026.44,2023-09-25,2023132470,376.45,376.45,2023-07-28,2023-07-28,,60,22587,60,22587,#VALUE!
